County Name,GDP(2015),GDP(2016),GDP(2017),GDP(2018),rank_2018,percent_2016,percent_2017,percent_2018,change_rank2018,State
Ouray,"214,088","193,107","196,871","200,510",51,-9.8,1.9,1.8,37,Colorado
Park,"349,626","364,585","383,734","400,803",42,4.3,5.3,4.4,15,Colorado
Phillips,"198,867","217,901","202,394","213,315",50,9.6,-7.1,5.4,10,Colorado
Pitkin,"1,810,200","1,864,163","1,871,595","1,900,883",17,3,0.4,1.6,40,Colorado
Prowers,"562,738","593,064","541,959","585,362",36,5.4,-8.6,8,6,Colorado
Pueblo,"5,633,254","5,793,524","5,936,817","6,084,945",12,2.8,2.5,2.5,32,Colorado
Rio Blanco,"816,272","762,354","754,490","736,488",28,-6.6,-1,-2.4,52,Colorado
Rio Grande,"435,710","439,984","424,683","435,646",41,1,-3.5,2.6,31,Colorado
Routt,"1,606,787","1,596,244","1,648,606","1,676,236",19,-0.7,3.3,1.7,38,Colorado
Saguache,"183,987","178,250","166,002","170,660",52,-3.1,-6.9,2.8,27,Colorado
San Juan,"49,355","41,257","44,580","44,681",64,-16.4,8.1,0.2,46,Colorado
San Miguel,"612,657","607,530","607,756","630,972",34,-0.8,0,3.8,21,Colorado
Sedgwick,"131,811","141,744","124,544","122,461",58,7.5,-12.1,-1.7,49,Colorado
Summit,"1,954,242","1,997,326","2,100,690","2,144,107",16,2.2,5.2,2.1,35,Colorado
Teller,"832,946","821,374","880,866","858,144",26,-1.4,7.2,-2.6,53,Colorado
Washington,"219,055","228,338","199,232","240,624",48,4.2,-12.7,20.8,1,Colorado
Weld,"17,290,520","17,607,226","18,767,550","20,531,235",7,1.8,6.6,9.4,5,Colorado
Yuma,"817,648","861,732","781,972","673,264",32,5.4,-9.3,-13.9,61,Colorado
Fairfield,"78,667,116","77,878,283","77,609,152","77,951,236",1,-1,-0.3,0.4,6,Conneticut
Hartford,"75,812,380","75,841,426","76,345,801","75,991,079",2,0,0.7,-0.5,7,Conneticut
Litchfield,"7,567,652","7,532,359","7,470,812","7,688,830",6,-0.5,-0.8,2.9,1,Conneticut
Middlesex,"8,782,362","8,647,334","8,761,274","8,706,342",5,-1.5,1.3,-0.6,8,Conneticut
New Haven,"46,417,757","47,057,608","47,266,161","48,060,270",3,1.4,0.4,1.7,2,Conneticut
New London,"16,467,459","16,657,031","16,914,681","17,084,801",4,1.2,1.5,1,5,Conneticut
Tolland,"4,679,576","4,694,375","4,770,557","4,835,245",7,0.3,1.6,1.4,3,Conneticut
Windham,"4,553,895","4,537,403","4,606,323","4,661,614",8,-0.4,1.5,1.2,4,Conneticut
Kent,"6,585,361","6,654,062","6,621,713","6,700,040",3,1,-0.5,1.2,1,Delaware
New Castle,"44,546,988","42,600,438","42,708,813","42,517,640",1,-4.4,0.3,-0.4,3,Delaware
Sussex,"14,766,561","13,877,300","13,422,305","13,568,583",2,-6,-3.3,1.1,2,Delaware
Alachua,"11,487,691","11,755,588","12,031,399","12,447,381",18,2.3,2.3,3.5,22,Florida
Baker,"547,809","562,229","575,846","595,832",53,2.6,2.4,3.5,21,Florida
Bay,"7,264,429","7,348,864","7,463,278","7,606,775",25,1.2,1.6,1.9,50,Florida
Bradford,"599,779","608,141","637,196","659,865",51,1.4,4.8,3.6,19,Florida
Brevard,"20,787,350","21,514,903","22,465,459","23,437,467",9,3.5,4.4,4.3,7,Florida
Broward,"88,623,704","91,380,503","94,231,492","96,874,849",2,3.1,3.1,2.8,40,Florida
Calhoun,"240,507","238,916","239,671","250,104",65,-0.7,0.3,4.4,6,Florida
Charlotte,"4,252,418","4,409,773","4,518,513","4,670,656",29,3.7,2.5,3.4,24,Florida
Citrus,"3,374,867","3,395,172","3,414,707","3,511,018",34,0.6,0.6,2.8,39,Florida
Clay,"4,049,461","4,230,998","4,334,718","4,508,532",30,4.5,2.5,4,11,Florida
Collier,"14,272,513","14,926,141","15,140,542","15,760,299",14,4.6,1.4,4.1,10,Florida
Columbia,"2,084,675","2,043,138","2,078,805","2,117,963",40,-2,1.7,1.9,51,Florida
DeSoto,"828,679","832,295","897,169","828,489",50,0.4,7.8,-7.7,65,Florida
Dixie,"259,180","264,745","270,743","274,765",63,2.1,2.3,1.5,54,Florida
Duval,"53,307,586","54,932,423","57,588,045","59,046,312",6,3,4.8,2.5,43,Florida
Escambia,"13,292,392","13,455,692","13,747,958","14,133,569",16,1.2,2.2,2.8,41,Florida
Flagler,"1,925,200","2,036,334","2,106,231","2,159,015",39,5.8,3.4,2.5,44,Florida
Franklin,"326,714","326,130","331,884","339,243",59,-0.2,1.8,2.2,47,Florida
Gadsden,"1,111,638","1,152,756","1,186,133","1,210,807",43,3.7,2.9,2.1,48,Florida
Gilchrist,"345,889","362,490","370,035","384,761",57,4.8,2.1,4,13,Florida
Glades,"255,344","253,267","266,604","270,066",64,-0.8,5.3,1.3,55,Florida
Gulf,"362,027","364,695","376,332","377,644",58,0.7,3.2,0.3,57,Florida
Hamilton,"386,469","370,897","378,169","392,338",56,-4,2,3.7,15,Florida
Hardee,"1,070,287","1,213,281","1,178,699","1,113,218",46,13.4,-2.9,-5.6,64,Florida
Hendry,"1,167,900","1,253,739","1,246,870","1,216,050",42,7.3,-0.5,-2.5,62,Florida
Hernando,"3,390,553","3,495,017","3,647,475","3,817,718",33,3.1,4.4,4.7,4,Florida
Highlands,"2,429,784","2,526,899","2,547,217","2,538,660",35,4,0.8,-0.3,58,Florida
Hillsborough,"73,150,526","75,304,750","77,317,574","79,951,440",4,2.9,2.7,3.4,23,Florida
Holmes,"325,138","317,913","334,989","323,671",60,-2.2,5.4,-3.4,63,Florida
Indian River,"4,864,424","5,047,825","5,130,162","5,346,831",28,3.8,1.6,4.2,8,Florida
Jackson,"1,135,401","1,154,854","1,161,800","1,199,023",44,1.7,0.6,3.2,29,Florida
Jefferson,"301,383","305,566","307,620","302,750",61,1.4,0.7,-1.6,60,Florida
Lafayette,"238,600","199,505","205,689","209,052",66,-16.4,3.1,1.6,53,Florida
Lake,"7,452,335","7,706,726","7,927,962","8,284,194",24,3.4,2.9,4.5,5,Florida
Lee,"24,022,905","25,401,906","26,207,287","27,046,186",8,5.7,3.2,3.2,30,Florida
Leon,"12,986,116","13,337,263","13,747,492","14,165,147",15,2.7,3.1,3,35,Florida
Levy,"955,314","1,078,963","1,217,429","1,102,272",47,12.9,12.8,-9.5,66,Florida
Liberty,"173,347","174,480","176,209","182,111",67,0.7,1,3.3,25,Florida
Madison,"498,633","475,043","476,908","489,921",55,-4.7,0.4,2.7,42,Florida
Manatee,"11,560,828","11,902,949","12,152,004","12,599,063",17,3,2.1,3.7,16,Florida
Marion,"8,259,823","8,846,178","8,922,757","9,237,866",21,7.1,0.9,3.5,20,Florida
Martin,"6,608,423","6,603,563","6,723,319","6,946,903",27,-0.1,1.8,3.3,26,Florida
Miami-Dade,"131,624,991","136,396,875","141,349,544","145,882,828",1,3.6,3.6,3.2,28,Florida
Monroe,"4,014,404","4,094,692","4,186,956","4,255,911",31,2,2.3,1.6,52,Florida
Nassau,"2,017,786","2,035,963","2,134,955","2,213,296",38,0.9,4.9,3.7,17,Florida
Okaloosa,"9,612,196","9,792,508","10,183,734","10,515,093",20,1.9,4,3.3,27,Florida
Okeechobee,"1,202,583","1,154,890","1,274,588","1,151,613",45,-4,10.4,-9.6,67,Florida
Orange,"77,882,979","81,146,561","84,359,305","87,741,273",3,4.2,4,4,12,Florida
Osceola,"7,709,041","7,896,106","8,143,986","8,374,889",22,2.4,3.1,2.8,37,Florida
Palm Beach,"65,902,060","67,751,333","70,558,459","72,270,528",5,2.8,4.1,2.4,45,Florida
Pasco,"10,230,816","10,582,469","10,903,869","11,238,393",19,3.4,3,3.1,33,Florida
Pinellas,"43,023,746","44,233,572","45,158,454","46,894,199",7,2.8,2.1,3.8,14,Florida
Polk,"20,462,688","20,928,287","21,816,610","22,483,500",10,2.3,4.2,3.1,34,Florida
Putnam,"1,978,369","1,972,144","1,987,327","2,009,787",41,-0.3,0.8,1.1,56,Florida
St. Johns,"6,265,006","6,634,305","7,027,715","7,357,931",26,5.9,5.9,4.7,3,Florida
St. Lucie,"7,553,019","7,824,890","8,119,970","8,311,311",23,3.6,3.8,2.4,46,Florida
Santa Rosa,"3,492,523","3,652,174","3,684,821","3,836,306",32,4.6,0.9,4.1,9,Florida
Sarasota,"15,905,329","16,423,322","17,014,502","17,814,560",12,3.3,3.6,4.7,2,Florida
Seminole,"17,035,220","17,812,364","18,819,518","19,779,928",11,4.6,5.7,5.1,1,Florida
Sumter,"2,169,972","2,280,124","2,397,299","2,484,841",37,5.1,5.1,3.7,18,Florida
Suwannee,"1,144,054","1,039,424","1,060,121","1,090,123",48,-9.1,2,2.8,38,Florida
Taylor,"897,393","841,275","859,687","856,461",49,-6.3,2.2,-0.4,59,Florida
Union,"295,420","301,177","306,038","299,208",62,1.9,1.6,-2.2,61,Florida
Volusia,"14,882,560","15,475,305","15,985,757","16,446,375",13,4,3.3,2.9,36,Florida
Wakulla,"581,765","566,868","594,611","606,163",52,-2.6,4.9,1.9,49,Florida
Walton,"2,214,261","2,317,833","2,436,144","2,511,146",36,4.7,5.1,3.1,32,Florida
Washington,"462,189","470,907","476,861","491,690",54,1.9,1.3,3.1,31,Florida
Appling,"1,351,221","1,406,512","1,427,534","1,417,429",46,4.1,1.5,-0.7,145,Georgia
Atkinson,"211,521","213,898","224,844","236,695",128,1.1,5.1,5.3,16,Georgia
Bacon,"332,628","351,341","361,434","357,666",109,5.6,2.9,-1,147,Georgia
Baker,"82,734","94,739","81,967","87,742",153,14.5,-13.5,7,8,Georgia
Baldwin,"1,221,127","1,221,974","1,226,412","1,237,235",55,0.1,0.4,0.9,123,Georgia
Banks,"374,857","376,263","423,761","432,928",98,0.4,12.6,2.2,96,Georgia
Barrow,"1,690,337","1,720,364","1,794,017","1,884,951",39,1.8,4.3,5.1,18,Georgia
Bartow,"4,109,404","4,384,889","4,377,573","4,495,356",18,6.7,-0.2,2.7,73,Georgia
Ben Hill,"476,982","480,766","479,336","481,148",93,0.8,-0.3,0.4,132,Georgia
Berrien,"325,527","327,001","340,702","354,815",110,0.5,4.2,4.1,27,Georgia
Bibb,"7,746,567","7,651,253","7,746,876","7,980,755",11,-1.2,1.2,3,58,Georgia
Bleckley,"224,077","222,459","226,437","232,430",129,-0.7,1.8,2.6,74,Georgia
Brantley,"217,794","228,431","232,714","240,294",126,4.9,1.9,3.3,54,Georgia
Brooks,"288,213","286,397","276,881","286,906",118,-0.6,-3.3,3.6,39,Georgia
Bryan,"694,751","724,375","765,385","807,644",68,4.3,5.7,5.5,15,Georgia
Bulloch,"2,028,980","2,060,434","2,118,761","2,141,698",36,1.6,2.8,1.1,118,Georgia
Burke,"1,977,820","2,230,208","2,417,457","2,489,579",31,12.8,8.4,3,59,Georgia
Butts,"496,924","511,615","546,854","560,604",86,3,6.9,2.5,83,Georgia
Calhoun,"120,213","123,044","134,787","124,665",149,2.4,9.5,-7.5,158,Georgia
Camden,"1,709,746","1,760,908","1,832,731","1,865,713",40,3,4.1,1.8,104,Georgia
Candler,"225,735","226,591","235,359","243,238",125,0.4,3.9,3.3,52,Georgia
Carroll,"3,675,530","3,773,815","3,861,112","3,994,013",21,2.7,2.3,3.4,49,Georgia
Catoosa,"1,276,749","1,269,812","1,331,936","1,366,360",50,-0.5,4.9,2.6,80,Georgia
Charlton,"191,523","191,167","197,844","193,017",132,-0.2,3.5,-2.4,152,Georgia
Chatham,"15,362,116","15,778,121","16,331,323","16,849,129",5,2.7,3.5,3.2,55,Georgia
Chattahoochee,"1,779,499","1,555,436","1,427,986","1,422,770",45,-12.6,-8.2,-0.4,143,Georgia
Chattooga,"525,767","520,846","537,245","549,226",88,-0.9,3.1,2.2,93,Georgia
Cherokee,"5,486,467","5,750,505","5,991,316","6,203,380",13,4.8,4.2,3.5,44,Georgia
Clarke,"6,390,311","6,539,802","6,747,725","6,890,589",12,2.3,3.2,2.1,98,Georgia
Clay,"71,309","70,805","69,287","79,221",154,-0.7,-2.1,14.3,2,Georgia
Clayton,"15,199,921","16,464,790","17,009,516","16,751,712",6,8.3,3.3,-1.5,151,Georgia
Clinch,"229,143","243,641","242,214","246,674",123,6.3,-0.6,1.8,103,Georgia
Cobb,"40,155,979","42,103,647","44,249,462","45,417,267",2,4.9,5.1,2.6,75,Georgia
Coffee,"1,250,480","1,292,181","1,338,377","1,389,874",48,3.3,3.6,3.8,33,Georgia
Colquitt,"1,178,178","1,206,080","1,271,275","1,302,673",51,2.4,5.4,2.5,86,Georgia
Columbia,"2,994,458","3,064,812","3,173,887","3,294,683",28,2.3,3.6,3.8,36,Georgia
Cook,"316,271","320,322","341,989","366,696",107,1.3,6.8,7.2,7,Georgia
Coweta,"3,337,077","3,418,967","3,484,208","3,705,520",24,2.5,1.9,6.4,11,Georgia
Crawford,"168,760","177,696","174,374","165,034",137,5.3,-1.9,-5.4,156,Georgia
Crisp,"680,990","682,528","707,876","712,897",70,0.2,3.7,0.7,127,Georgia
Dade,"335,889","335,398","345,461","376,102",105,-0.1,3,8.9,6,Georgia
Dawson,"702,783","737,584","783,804","814,582",67,5,6.3,3.9,31,Georgia
Decatur,"775,385","783,143","834,766","824,276",66,1,6.6,-1.3,150,Georgia
DeKalb,"33,778,100","35,049,181","36,167,573","37,396,329",4,3.8,3.2,3.4,50,Georgia
Dodge,"426,421","425,942","429,116","431,156",99,-0.1,0.7,0.5,130,Georgia
Dooly,"284,463","320,309","307,967","312,341",115,12.6,-3.9,1.4,110,Georgia
Dougherty,"4,008,440","4,081,962","4,114,193","4,198,481",20,1.8,0.8,2,100,Georgia
Douglas,"3,380,816","3,561,003","3,630,212","3,848,040",22,5.3,1.9,6,12,Georgia
Early,"537,524","542,826","545,236","554,226",87,1,0.4,1.6,105,Georgia
Echols,"49,910","50,034","48,503","48,865",157,0.2,-3.1,0.7,126,Georgia
Effingham,"1,618,198","1,665,328","1,744,475","1,789,623",42,2.9,4.8,2.6,78,Georgia
Elbert,"560,511","555,429","563,622","577,880",85,-0.9,1.5,2.5,81,Georgia
Emanuel,"590,767","593,947","642,729","624,021",80,0.5,8.2,-2.9,154,Georgia
Evans,"340,076","335,816","339,026","348,274",111,-1.3,1,2.7,70,Georgia
Fannin,"516,644","543,353","573,522","601,484",82,5.2,5.6,4.9,22,Georgia
Fayette,"3,784,441","3,995,272","4,141,752","4,314,130",19,5.6,3.7,4.2,26,Georgia
Floyd,"3,689,436","3,732,691","3,778,121","3,787,411",23,1.2,1.2,0.2,135,Georgia
Forsyth,"8,294,314","8,453,649","8,444,083","8,676,090",10,1.9,-0.1,2.7,69,Georgia
Franklin,"820,013","838,987","870,627","899,867",62,2.3,3.8,3.4,51,Georgia
Fulton,"134,304,701","141,794,655","148,753,855","152,383,941",1,5.6,4.9,2.4,87,Georgia
Gilmer,"769,658","762,776","799,896","827,846",65,-0.9,4.9,3.5,47,Georgia
Glascock,"44,815","45,753","43,859","44,217",158,2.1,-4.1,0.8,125,Georgia
Glynn,"3,348,247","3,342,742","3,401,864","3,524,216",26,-0.2,1.8,3.6,40,Georgia
Gordon,"1,900,852","1,905,260","2,102,470","2,159,797",35,0.2,10.4,2.7,71,Georgia
Grady,"604,435","585,555","656,456","672,965",74,-3.1,12.1,2.5,82,Georgia
Greene,"576,061","575,522","600,644","614,673",81,-0.1,4.4,2.3,92,Georgia
Gwinnett,"40,829,642","41,633,590","43,164,073","44,198,573",3,2,3.7,2.4,88,Georgia
Habersham,"1,286,371","1,317,301","1,344,593","1,392,422",47,2.4,2.1,3.6,42,Georgia
Hall,"7,807,071","8,015,174","8,440,946","8,764,977",9,2.7,5.3,3.8,34,Georgia
Hancock,"164,962","157,907","159,218","160,890",138,-4.3,0.8,1.1,119,Georgia
Haralson,"670,510","680,955","692,227","712,231",71,1.6,1.7,2.9,62,Georgia
Harris,"406,572","418,466","433,348","449,959",96,2.9,3.6,3.8,35,Georgia
Hart,"805,711","768,988","801,163","880,377",63,-4.6,4.2,9.9,5,Georgia
Heard,"1,169,222","1,228,666","1,278,253","1,132,700",57,5.1,4,-11.4,159,Georgia
Henry,"4,775,897","5,031,465","5,240,352","5,456,897",16,5.4,4.2,4.1,28,Georgia
Houston,"5,682,804","5,727,423","5,892,668","6,039,600",14,0.8,2.9,2.5,85,Georgia
Irwin,"166,113","167,520","174,187","181,549",135,0.8,4,4.2,24,Georgia
Jackson,"2,199,723","2,410,639","2,541,010","2,647,300",30,9.6,5.4,4.2,25,Georgia
Jasper,"224,245","221,699","233,703","238,754",127,-1.1,5.4,2.2,97,Georgia
Jeff Davis,"378,737","370,049","386,919","397,699",102,-2.3,4.6,2.8,67,Georgia
Jefferson,"466,444","489,995","515,230","514,017",90,5,5.2,-0.2,141,Georgia
Jenkins,"134,894","143,704","130,903","135,816",144,6.5,-8.9,3.8,37,Georgia
Johnson,"138,959","137,017","132,574","136,228",143,-1.4,-3.2,2.8,68,Georgia
Jones,"392,098","400,382","415,254","388,998",104,2.1,3.7,-6.3,157,Georgia
Lamar,"384,184","383,838","385,431","396,516",103,-0.1,0.4,2.9,63,Georgia
Lanier,"142,134","148,957","156,769","154,894",139,4.8,5.2,-1.2,149,Georgia
Laurens,"1,671,630","1,774,071","1,845,028","1,835,285",41,6.1,4,-0.5,144,Georgia
Lee,"505,533","522,804","541,501","546,644",89,3.4,3.6,0.9,120,Georgia
Liberty,"3,265,956","3,197,093","3,206,443","3,212,350",29,-2.1,0.3,0.2,137,Georgia
Lincoln,"129,208","130,161","130,362","131,430",146,0.7,0.2,0.8,124,Georgia
Long,"114,925","117,315","116,650","120,961",150,2.1,-0.6,3.7,38,Georgia
Lowndes,"4,256,814","4,337,096","4,457,325","4,563,203",17,1.9,2.8,2.4,90,Georgia
Lumpkin,"626,006","634,151","675,155","696,558",73,1.3,6.5,3.2,56,Georgia
McDuffie,"586,925","596,121","611,282","624,689",79,1.6,2.5,2.2,94,Georgia
McIntosh,"179,123","182,627","189,560","193,322",131,2,3.8,2,102,Georgia
Macon,"426,794","406,269","428,360","428,881",100,-4.8,5.4,0.1,139,Georgia
Madison,"437,176","427,933","458,809","482,010",92,-2.1,7.2,5.1,19,Georgia
Marion,"129,046","122,502","128,552","128,418",147,-5.1,4.9,-0.1,140,Georgia
Meriwether,"444,867","462,361","470,015","486,486",91,3.9,1.7,3.5,45,Georgia
Miller,"162,760","167,043","169,009","171,059",136,2.6,1.2,1.2,114,Georgia
Mitchell,"746,460","714,922","709,186","710,687",72,-4.2,-0.8,0.2,136,Georgia
Monroe,"1,608,722","1,620,927","1,537,759","1,636,124",44,0.8,-5.1,6.4,10,Georgia
Montgomery,"146,807","145,285","138,204","141,780",141,-1,-4.9,2.6,79,Georgia
Morgan,"608,663","611,589","649,071","672,292",75,0.5,6.1,3.6,41,Georgia
Murray,"1,150,996","1,314,181","1,292,956","1,250,877",54,14.2,-1.6,-3.3,155,Georgia
Muscogee,"9,321,427","9,211,393","9,560,917","9,713,550",8,-1.2,3.8,1.6,107,Georgia
Newton,"2,252,854","2,314,079","2,423,209","2,415,670",32,2.7,4.7,-0.3,142,Georgia
Oconee,"1,108,612","1,150,377","1,201,916","1,254,367",52,3.8,4.5,4.4,23,Georgia
Oglethorpe,"315,311","326,088","323,714","331,793",113,3.4,-0.7,2.5,84,Georgia
Paulding,"2,049,132","2,123,522","2,211,909","2,290,287",34,3.6,4.2,3.5,43,Georgia
Peach,"845,561","901,372","903,147","938,621",59,6.6,0.2,3.9,30,Georgia
Pickens,"836,160","870,918","898,120","929,381",60,4.2,3.1,3.5,48,Georgia
Pierce,"337,410","348,060","361,216","371,570",106,3.2,3.8,2.9,64,Georgia
Pike,"261,192","264,694","271,442","278,801",119,1.3,2.5,2.7,72,Georgia
Polk,"1,094,434","1,117,842","1,137,185","1,181,529",56,2.1,1.7,3.9,32,Georgia
Pulaski,"252,806","255,801","254,685","265,086",121,1.2,-0.4,4.1,29,Georgia
Putnam,"456,284","427,165","441,597","445,696",97,-6.4,3.4,0.9,121,Georgia
Quitman,"44,123","44,573","46,565","49,138",156,1,4.5,5.5,14,Georgia
Rabun,"432,129","441,871","454,254","466,083",95,2.3,2.8,2.6,77,Georgia
Randolph,"307,392","359,271","361,550","362,963",108,16.9,0.6,0.4,131,Georgia
Richmond,"11,197,372","11,263,690","11,472,355","11,603,709",7,0.6,1.9,1.1,115,Georgia
Rockdale,"3,400,053","3,279,733","3,359,843","3,403,771",27,-3.5,2.4,1.3,112,Georgia
Schley,"108,297","106,081","108,373","111,573",152,-2,2.2,3,60,Georgia
Screven,"303,910","308,010","314,439","330,384",114,1.3,2.1,5.1,17,Georgia
Seminole,"256,617","247,484","250,956","248,233",122,-3.6,1.4,-1.1,148,Georgia
Spalding,"1,868,069","1,844,851","1,902,424","1,932,018",38,-1.2,3.1,1.6,108,Georgia
Stephens,"838,611","824,162","836,342","845,831",64,-1.7,1.5,1.1,116,Georgia
Stewart,"109,190","113,152","122,926","131,437",145,3.6,8.6,6.9,9,Georgia
Sumter,"995,083","982,836","1,003,719","1,012,804",58,-1.2,2.1,0.9,122,Georgia
Talbot,"112,313","134,044","120,922","136,557",142,19.3,-9.8,12.9,4,Georgia
Taliaferro,"38,740","40,701","38,626","40,876",159,5.1,-5.1,5.8,13,Georgia
Tattnall,"587,283","580,275","596,397","598,451",83,-1.2,2.8,0.3,134,Georgia
Taylor,"152,805","199,898","201,669","196,727",130,30.8,0.9,-2.5,153,Georgia
Telfair,"390,147","381,779","391,750","400,242",101,-2.1,2.6,2.2,95,Georgia
Terrell,"237,848","237,904","241,051","243,756",124,0,1.3,1.1,117,Georgia
Thomas,"1,994,972","2,001,174","2,021,349","2,050,229",37,0.3,1,1.4,109,Georgia
Tift,"1,803,154","1,641,382","1,671,954","1,722,446",43,-9,1.9,3,57,Georgia
Toombs,"914,977","891,694","895,077","909,766",61,-2.5,0.4,1.6,106,Georgia
Towns,"277,029","282,042","277,559","291,115",117,1.8,-1.6,4.9,21,Georgia
Treutlen,"111,594","116,794","117,021","119,360",151,4.7,0.2,2,101,Georgia
Troup,"3,582,110","3,602,164","3,670,290","3,689,303",25,0.6,1.9,0.5,129,Georgia
Turner,"195,351","186,514","189,957","190,629",133,-4.5,1.8,0.4,133,Georgia
Twiggs,"172,867","211,419","229,351","269,210",120,22.3,8.5,17.4,1,Georgia
Union,"602,821","598,408","616,544","636,700",77,-0.7,3,3.3,53,Georgia
Upson,"618,389","606,611","617,870","634,107",78,-1.9,1.9,2.6,76,Georgia
Walker,"1,304,835","1,286,265","1,351,362","1,382,991",49,-1.4,5.1,2.3,91,Georgia
Walton,"1,977,836","2,155,338","2,242,354","2,305,512",33,9,4,2.8,65,Georgia
Ware,"1,217,727","1,235,105","1,245,587","1,253,181",53,1.4,0.8,0.6,128,Georgia
Warren,"160,471","165,502","166,879","190,039",134,3.1,0.8,13.9,3,Georgia
Washington,"579,470","562,100","573,325","580,610",84,-3,2,1.3,113,Georgia
Wayne,"696,693","680,210","702,242","716,988",69,-2.4,3.2,2.1,99,Georgia
Webster,"57,433","60,564","65,796","68,097",155,5.5,8.6,3.5,46,Georgia
Wheeler,"122,962","121,901","122,929","126,380",148,-0.9,0.8,2.8,66,Georgia
White,"608,647","613,669","633,395","651,770",76,0.8,3.2,2.9,61,Georgia
Whitfield,"5,270,007","5,417,769","5,530,182","5,604,981",15,2.8,2.1,1.4,111,Georgia
Wilcox,"137,874","134,330","149,308","147,790",140,-2.6,11.1,-1,146,Georgia
Wilkes,"294,034","298,943","299,166","299,631",116,1.7,0.1,0.2,138,Georgia
Wilkinson,"443,774","445,445","447,175","469,070",94,0.4,0.4,4.9,20,Georgia
Worth,"317,108","319,232","327,412","335,248",112,0.7,2.6,2.4,89,Georgia
Hawaii,"7,233,030","7,524,692","7,867,421","8,124,355",3,4,4.6,3.3,2,Hawaii
Honolulu,"57,640,119","58,642,584","59,924,134","61,095,819",1,1.7,2.2,2,4,Hawaii
Kauai,"3,633,843","3,748,281","3,849,132","4,083,693",4,3.1,2.7,6.1,1,Hawaii
Maui + Kalawao,"8,676,225","8,985,754","9,073,660","9,345,639",2,3.6,1,3,3,Hawaii
Ada,"21,444,205","22,468,149","23,670,890","24,825,864",1,4.8,5.4,4.9,13,Idaho
Adams,"119,571","120,665","120,956","128,547",41,0.9,0.2,6.3,12,Idaho
Bannock,"2,572,790","2,621,524","2,700,656","2,745,368",6,1.9,3,1.7,32,Idaho
Bear Lake,"167,452","167,965","169,017","171,856",39,0.3,0.6,1.7,31,Idaho
Benewah,"285,691","287,969","294,088","297,905",34,0.8,2.1,1.3,35,Idaho
Bingham,"1,234,736","1,224,788","1,289,411","1,335,050",12,-0.8,5.3,3.5,19,Idaho
Blaine,"1,277,812","1,297,377","1,366,700","1,400,281",9,1.5,5.3,2.5,26,Idaho
Boise,"134,563","142,871","169,151","221,901",37,6.2,18.4,31.2,1,Idaho
Bonner,"1,203,181","1,255,585","1,288,396","1,339,019",11,4.4,2.6,3.9,17,Idaho
Bonneville,"4,297,612","4,420,880","4,706,502","4,905,301",4,2.9,6.5,4.2,16,Idaho
Boundary,"330,236","323,666","331,655","336,364",29,-2,2.5,1.4,33,Idaho
Butte,"899,969","926,251","941,600","959,859",17,2.9,1.7,1.9,29,Idaho
Camas,"59,369","51,702","53,965","54,147",43,-12.9,4.4,0.3,39,Idaho
Canyon,"4,667,740","4,908,188","5,173,535","5,367,721",3,5.2,5.4,3.8,18,Idaho
